name;category;date;y;z;color
20-29 ans;tests positifs / réalisés;16-08-2020;25;5,02;"#EB8626"
20-29 ans;tests positifs / réalisés;23-08-2020;31;6,42;"#EB8626"
20-29 ans;tests positifs / réalisés;30-08-2020;36;7,43;"#EB8626"
20-29 ans;tests positifs / réalisés;06-09-2020;41;8,32;"#EA7A2A"
20-29 ans;tests positifs / réalisés;13-09-2020;43;8,82;"#EA7A2A"
20-29 ans;tests positifs / réalisés;20-09-2020;49;10,08;"#EA7A2A"
20-29 ans;tests positifs / réalisés;27-09-2020;55;11,16;"#E96F2E"
20-29 ans;tests positifs / réalisés;04-10-2020;60;12,21;"#E96F2E"
20-29 ans;tests positifs / réalisés;11-10-2020;73;14,96;"#E96F2E"
20-29 ans;tests positifs / réalisés;18-10-2020;78;15,97;"#E86333"
20-29 ans;tests positifs / réalisés;25-10-2020;96;19,63;"#E86333"
20-29 ans;tests positifs / réalisés;01-11-2020;100;20,45;"#E86333"
20-29 ans;tests positifs / réalisés;08-11-2020;95;19,33;"#E75737"
20-29 ans;tests positifs / réalisés;15-11-2020;80;16,34;"#E75737"
20-29 ans;tests positifs / réalisés;22-11-2020;63;12,98;"#ffffff"
20-29 ans;tests positifs / réalisés;29-11-2020;52;10,59;"#3498db"
30-39 ans;tests positifs / réalisés;17-05-2020;9;1,84;"#f1c40f"
30-39 ans;tests positifs / réalisés;24-05-2020;7;1,55;"#F0B813"
30-39 ans;tests positifs / réalisés;31-05-2020;7;1,43;"#F0B813"
30-39 ans;tests positifs / réalisés;07-06-2020;8;1,7;"#F0B813"
30-39 ans;tests positifs / réalisés;14-06-2020;9;1,82;"#EEA918"
30-39 ans;tests positifs / réalisés;21-06-2020;12;2,39;"#EEA918"
30-39 ans;tests positifs / réalisés;28-06-2020;10;2,09;"#EEA918"
30-39 ans;tests positifs / réalisés;05-07-2020;8;1,66;"#ED9D1D"
30-39 ans;tests positifs / réalisés;12-07-2020;6;1,24;"#ED9D1D"
30-39 ans;tests positifs / réalisés;19-07-2020;7;1,41;"#ED9D1D"
30-39 ans;tests positifs / réalisés;26-07-2020;8;1,58;"#EC9221"
30-39 ans;tests positifs / réalisés;02-08-2020;9;1,79;"#EC9221"
30-39 ans;tests positifs / réalisés;09-08-2020;12;2,55;"#EC9221"
30-39 ans;tests positifs / réalisés;16-08-2020;17;3,5;"#EB8626"
30-39 ans;tests positifs / réalisés;23-08-2020;21;4,34;"#EB8626"
30-39 ans;tests positifs / réalisés;30-08-2020;24;4,92;"#EB8626"
30-39 ans;tests positifs / réalisés;06-09-2020;28;5,73;"#EA7A2A"
30-39 ans;tests positifs / réalisés;13-09-2020;26;5,36;"#EA7A2A"
30-39 ans;tests positifs / réalisés;20-09-2020;31;6,46;"#EA7A2A"
30-39 ans;tests positifs / réalisés;27-09-2020;40;8,31;"#E96F2E"
30-39 ans;tests positifs / réalisés;04-10-2020;48;10,03;"#E96F2E"
30-39 ans;tests positifs / réalisés;11-10-2020;65;13,43;"#E96F2E"
30-39 ans;tests positifs / réalisés;18-10-2020;72;14,86;"#E86333"
30-39 ans;tests positifs / réalisés;25-10-2020;93;19,42;"#E86333"
30-39 ans;tests positifs / réalisés;01-11-2020;100;20,78;"#E86333"
30-39 ans;tests positifs / réalisés;08-11-2020;91;18,97;"#E75737"
30-39 ans;tests positifs / réalisés;15-11-2020;74;15,35;"#E75737"
30-39 ans;tests positifs / réalisés;22-11-2020;59;12,18;"#ffffff"
30-39 ans;tests positifs / réalisés;29-11-2020;48;10,05;"#3498db"
40-49 ans;tests positifs / réalisés;17-05-2020;8;1,84;"#f1c40f"
40-49 ans;tests positifs / réalisés;24-05-2020;8;1,76;"#F0B813"
40-49 ans;tests positifs / réalisés;31-05-2020;7;1,59;"#F0B813"
40-49 ans;tests positifs / réalisés;07-06-2020;8;1,69;"#F0B813"
40-49 ans;tests positifs / réalisés;14-06-2020;7;1,62;"#EEA918"
40-49 ans;tests positifs / réalisés;21-06-2020;9;1,96;"#EEA918"
40-49 ans;tests positifs / réalisés;28-06-2020;8;1,81;"#EEA918"
40-49 ans;tests positifs / réalisés;05-07-2020;7;1,51;"#ED9D1D"
40-49 ans;tests positifs / réalisés;12-07-2020;6;1,33;"#ED9D1D"
40-49 ans;tests positifs / réalisés;19-07-2020;6;1,37;"#ED9D1D"
40-49 ans;tests positifs / réalisés;26-07-2020;7;1,48;"#EC9221"
40-49 ans;tests positifs / réalisés;02-08-2020;6;1,39;"#EC9221"
40-49 ans;tests positifs / réalisés;09-08-2020;9;2,02;"#EC9221"
40-49 ans;tests positifs / réalisés;16-08-2020;14;3,05;"#EB8626"
40-49 ans;tests positifs / réalisés;23-08-2020;16;3,43;"#EB8626"
40-49 ans;tests positifs / réalisés;30-08-2020;17;3,75;"#EB8626"
40-49 ans;tests positifs / réalisés;06-09-2020;22;4,83;"#EA7A2A"
40-49 ans;tests positifs / réalisés;13-09-2020;25;5,62;"#EA7A2A"
40-49 ans;tests positifs / réalisés;20-09-2020;30;6,59;"#EA7A2A"
40-49 ans;tests positifs / réalisés;27-09-2020;36;7,93;"#E96F2E"
40-49 ans;tests positifs / réalisés;04-10-2020;46;10,14;"#E96F2E"
40-49 ans;tests positifs / réalisés;11-10-2020;62;13,71;"#E96F2E"
40-49 ans;tests positifs / réalisés;18-10-2020;68;15,02;"#E86333"
40-49 ans;tests positifs / réalisés;25-10-2020;90;19,97;"#E86333"
40-49 ans;tests positifs / réalisés;01-11-2020;100;22,12;"#E86333"
40-49 ans;tests positifs / réalisés;08-11-2020;90;19,81;"#E75737"
40-49 ans;tests positifs / réalisés;15-11-2020;73;16,05;"#E75737"
40-49 ans;tests positifs / réalisés;22-11-2020;60;13,29;"#ffffff"
40-49 ans;tests positifs / réalisés;29-11-2020;50;11,03;"#3498db"
50-59 ans;tests positifs / réalisés;17-05-2020;9;1,91;"#f1c40f"
50-59 ans;tests positifs / réalisés;24-05-2020;8;1,69;"#F0B813"
50-59 ans;tests positifs / réalisés;31-05-2020;6;1,27;"#F0B813"
50-59 ans;tests positifs / réalisés;07-06-2020;6;1,4;"#F0B813"
50-59 ans;tests positifs / réalisés;14-06-2020;6;1,35;"#EEA918"
50-59 ans;tests positifs / réalisés;21-06-2020;7;1,47;"#EEA918"
50-59 ans;tests positifs / réalisés;28-06-2020;7;1,44;"#EEA918"
50-59 ans;tests positifs / réalisés;05-07-2020;6;1,28;"#ED9D1D"
50-59 ans;tests positifs / réalisés;12-07-2020;6;1,21;"#ED9D1D"
50-59 ans;tests positifs / réalisés;19-07-2020;6;1,34;"#ED9D1D"
50-59 ans;tests positifs / réalisés;26-07-2020;6;1,36;"#EC9221"
50-59 ans;tests positifs / réalisés;02-08-2020;6;1,42;"#EC9221"
50-59 ans;tests positifs / réalisés;09-08-2020;8;1,7;"#EC9221"
50-59 ans;tests positifs / réalisés;16-08-2020;12;2,67;"#EB8626"
50-59 ans;tests positifs / réalisés;23-08-2020;14;3,02;"#EB8626"
50-59 ans;tests positifs / réalisés;30-08-2020;15;3,33;"#EB8626"
50-59 ans;tests positifs / réalisés;06-09-2020;20;4,39;"#EA7A2A"
50-59 ans;tests positifs / réalisés;13-09-2020;27;5,85;"#EA7A2A"
50-59 ans;tests positifs / réalisés;20-09-2020;32;6,98;"#EA7A2A"
50-59 ans;tests positifs / réalisés;27-09-2020;37;8;"#E96F2E"
50-59 ans;tests positifs / réalisés;04-10-2020;44;9,56;"#E96F2E"
50-59 ans;tests positifs / réalisés;11-10-2020;61;13,33;"#E96F2E"
50-59 ans;tests positifs / réalisés;18-10-2020;71;15,6;"#E86333"
50-59 ans;tests positifs / réalisés;25-10-2020;94;20,58;"#E86333"
50-59 ans;tests positifs / réalisés;01-11-2020;100;21,9;"#E86333"
50-59 ans;tests positifs / réalisés;08-11-2020;92;20,12;"#E75737"
50-59 ans;tests positifs / réalisés;15-11-2020;76;16,6;"#E75737"
50-59 ans;tests positifs / réalisés;22-11-2020;60;13,06;"#ffffff"
50-59 ans;tests positifs / réalisés;29-11-2020;49;10,83;"#3498db"
60-69 ans;tests positifs / réalisés;17-05-2020;9;1,79;"#f1c40f"
60-69 ans;tests positifs / réalisés;24-05-2020;7;1,54;"#F0B813"
60-69 ans;tests positifs / réalisés;31-05-2020;6;1,16;"#F0B813"
60-69 ans;tests positifs / réalisés;07-06-2020;5;1,14;"#F0B813"
60-69 ans;tests positifs / réalisés;14-06-2020;5;1;"#EEA918"
60-69 ans;tests positifs / réalisés;21-06-2020;5;1,02;"#EEA918"
60-69 ans;tests positifs / réalisés;28-06-2020;4;0,92;"#EEA918"
60-69 ans;tests positifs / réalisés;05-07-2020;5;1;"#ED9D1D"
60-69 ans;tests positifs / réalisés;12-07-2020;4;0,94;"#ED9D1D"
60-69 ans;tests positifs / réalisés;19-07-2020;5;0,97;"#ED9D1D"
60-69 ans;tests positifs / réalisés;26-07-2020;5;1,1;"#EC9221"
60-69 ans;tests positifs / réalisés;02-08-2020;5;1,11;"#EC9221"
60-69 ans;tests positifs / réalisés;09-08-2020;7;1,38;"#EC9221"
60-69 ans;tests positifs / réalisés;16-08-2020;9;1,87;"#EB8626"
60-69 ans;tests positifs / réalisés;23-08-2020;11;2,37;"#EB8626"
60-69 ans;tests positifs / réalisés;30-08-2020;13;2,7;"#EB8626"
60-69 ans;tests positifs / réalisés;06-09-2020;17;3,57;"#EA7A2A"
60-69 ans;tests positifs / réalisés;13-09-2020;22;4,64;"#EA7A2A"
60-69 ans;tests positifs / réalisés;20-09-2020;28;5,84;"#EA7A2A"
60-69 ans;tests positifs / réalisés;27-09-2020;32;6,67;"#E96F2E"
60-69 ans;tests positifs / réalisés;04-10-2020;37;7,64;"#E96F2E"
60-69 ans;tests positifs / réalisés;11-10-2020;53;11,18;"#E96F2E"
60-69 ans;tests positifs / réalisés;18-10-2020;69;14,46;"#E86333"
60-69 ans;tests positifs / réalisés;25-10-2020;95;19,82;"#E86333"
60-69 ans;tests positifs / réalisés;01-11-2020;100;20,93;"#E86333"
60-69 ans;tests positifs / réalisés;08-11-2020;94;19,59;"#E75737"
60-69 ans;tests positifs / réalisés;15-11-2020;76;15,81;"#E75737"
60-69 ans;tests positifs / réalisés;22-11-2020;55;11,47;"#ffffff"
60-69 ans;tests positifs / réalisés;29-11-2020;39;8,2;"#3498db"
70-79 ans;tests positifs / réalisés;17-05-2020;10;2,24;"#f1c40f"
70-79 ans;tests positifs / réalisés;24-05-2020;9;1,88;"#F0B813"
70-79 ans;tests positifs / réalisés;31-05-2020;5;1,11;"#F0B813"
70-79 ans;tests positifs / réalisés;07-06-2020;5;1,05;"#F0B813"
70-79 ans;tests positifs / réalisés;14-06-2020;4;0,89;"#EEA918"
70-79 ans;tests positifs / réalisés;21-06-2020;4;0,87;"#EEA918"
70-79 ans;tests positifs / réalisés;28-06-2020;3;0,76;"#EEA918"
70-79 ans;tests positifs / réalisés;05-07-2020;3;0,63;"#ED9D1D"
70-79 ans;tests positifs / réalisés;12-07-2020;3;0,7;"#ED9D1D"
70-79 ans;tests positifs / réalisés;19-07-2020;4;0,88;"#ED9D1D"
70-79 ans;tests positifs / réalisés;26-07-2020;4;0,98;"#EC9221"
70-79 ans;tests positifs / réalisés;02-08-2020;4;0,84;"#EC9221"
70-79 ans;tests positifs / réalisés;09-08-2020;6;1,23;"#EC9221"
70-79 ans;tests positifs / réalisés;16-08-2020;7;1,62;"#EB8626"
70-79 ans;tests positifs / réalisés;23-08-2020;7;1,59;"#EB8626"
70-79 ans;tests positifs / réalisés;30-08-2020;10;2,09;"#EB8626"
70-79 ans;tests positifs / réalisés;06-09-2020;12;2,68;"#EA7A2A"
70-79 ans;tests positifs / réalisés;13-09-2020;18;3,93;"#EA7A2A"
70-79 ans;tests positifs / réalisés;20-09-2020;23;4,95;"#EA7A2A"
70-79 ans;tests positifs / réalisés;27-09-2020;26;5,65;"#E96F2E"
70-79 ans;tests positifs / réalisés;04-10-2020;31;6,76;"#E96F2E"
70-79 ans;tests positifs / réalisés;11-10-2020;45;9,83;"#E96F2E"
70-79 ans;tests positifs / réalisés;18-10-2020;62;13,68;"#E86333"
70-79 ans;tests positifs / réalisés;25-10-2020;92;20,15;"#E86333"
70-79 ans;tests positifs / réalisés;01-11-2020;100;21,89;"#E86333"
70-79 ans;tests positifs / réalisés;08-11-2020;95;20,85;"#E75737"
70-79 ans;tests positifs / réalisés;15-11-2020;77;16,78;"#E75737"
70-79 ans;tests positifs / réalisés;22-11-2020;54;11,72;"#ffffff"
70-79 ans;tests positifs / réalisés;29-11-2020;41;9;"#3498db"
80-89 ans;tests positifs / réalisés;17-05-2020;15;3,68;"#f1c40f"
80-89 ans;tests positifs / réalisés;24-05-2020;13;3,13;"#F0B813"
80-89 ans;tests positifs / réalisés;31-05-2020;8;1,94;"#F0B813"
80-89 ans;tests positifs / réalisés;07-06-2020;8;1,83;"#F0B813"
80-89 ans;tests positifs / réalisés;14-06-2020;5;1,21;"#EEA918"
80-89 ans;tests positifs / réalisés;21-06-2020;4;1,06;"#EEA918"
80-89 ans;tests positifs / réalisés;28-06-2020;4;0,84;"#EEA918"
80-89 ans;tests positifs / réalisés;05-07-2020;3;0,8;"#ED9D1D"
80-89 ans;tests positifs / réalisés;12-07-2020;3;0,61;"#ED9D1D"
80-89 ans;tests positifs / réalisés;19-07-2020;3;0,66;"#ED9D1D"
80-89 ans;tests positifs / réalisés;26-07-2020;3;0,76;"#EC9221"
80-89 ans;tests positifs / réalisés;02-08-2020;4;0,86;"#EC9221"
80-89 ans;tests positifs / réalisés;09-08-2020;5;1,26;"#EC9221"
80-89 ans;tests positifs / réalisés;16-08-2020;6;1,51;"#EB8626"
80-89 ans;tests positifs / réalisés;23-08-2020;7;1,55;"#EB8626"
80-89 ans;tests positifs / réalisés;30-08-2020;8;1,97;"#EB8626"
80-89 ans;tests positifs / réalisés;06-09-2020;13;3,01;"#EA7A2A"
80-89 ans;tests positifs / réalisés;13-09-2020;18;4,19;"#EA7A2A"
80-89 ans;tests positifs / réalisés;20-09-2020;22;5,34;"#EA7A2A"
80-89 ans;tests positifs / réalisés;27-09-2020;25;5,9;"#E96F2E"
80-89 ans;tests positifs / réalisés;04-10-2020;28;6,58;"#E96F2E"
80-89 ans;tests positifs / réalisés;11-10-2020;44;10,41;"#E96F2E"
80-89 ans;tests positifs / réalisés;18-10-2020;62;14,82;"#E86333"
80-89 ans;tests positifs / réalisés;25-10-2020;95;22,51;"#E86333"
80-89 ans;tests positifs / réalisés;01-11-2020;100;23,79;"#E86333"
80-89 ans;tests positifs / réalisés;08-11-2020;96;22,72;"#E75737"
80-89 ans;tests positifs / réalisés;15-11-2020;90;21,42;"#E75737"
80-89 ans;tests positifs / réalisés;22-11-2020;75;17,8;"#ffffff"
80-89 ans;tests positifs / réalisés;29-11-2020;66;15,59;"#3498db"
>=90 ans;tests positifs / réalisés;17-05-2020;19;4,59;"#f1c40f"
>=90 ans;tests positifs / réalisés;24-05-2020;18;4,57;"#F0B813"
>=90 ans;tests positifs / réalisés;31-05-2020;13;3,27;"#F0B813"
>=90 ans;tests positifs / réalisés;07-06-2020;12;2,92;"#F0B813"
>=90 ans;tests positifs / réalisés;14-06-2020;8;1,94;"#EEA918"
>=90 ans;tests positifs / réalisés;21-06-2020;5;1,25;"#EEA918"
>=90 ans;tests positifs / réalisés;28-06-2020;4;1,06;"#EEA918"
>=90 ans;tests positifs / réalisés;05-07-2020;4;1,04;"#ED9D1D"
>=90 ans;tests positifs / réalisés;12-07-2020;3;0,76;"#ED9D1D"
>=90 ans;tests positifs / réalisés;19-07-2020;3;0,76;"#ED9D1D"
>=90 ans;tests positifs / réalisés;26-07-2020;4;0,91;"#EC9221"
>=90 ans;tests positifs / réalisés;02-08-2020;4;0,92;"#EC9221"
>=90 ans;tests positifs / réalisés;09-08-2020;5;1,33;"#EC9221"
>=90 ans;tests positifs / réalisés;16-08-2020;6;1,46;"#EB8626"
>=90 ans;tests positifs / réalisés;23-08-2020;6;1,57;"#EB8626"
>=90 ans;tests positifs / réalisés;30-08-2020;9;2,11;"#EB8626"
>=90 ans;tests positifs / réalisés;06-09-2020;14;3,47;"#EA7A2A"
>=90 ans;tests positifs / réalisés;13-09-2020;22;5,44;"#EA7A2A"
>=90 ans;tests positifs / réalisés;20-09-2020;25;6,08;"#EA7A2A"
>=90 ans;tests positifs / réalisés;27-09-2020;25;6,27;"#E96F2E"
>=90 ans;tests positifs / réalisés;04-10-2020;31;7,76;"#E96F2E"
>=90 ans;tests positifs / réalisés;11-10-2020;46;11,4;"#E96F2E"
>=90 ans;tests positifs / réalisés;18-10-2020;66;16,25;"#E86333"
>=90 ans;tests positifs / réalisés;25-10-2020;97;24;"#E86333"
>=90 ans;tests positifs / réalisés;01-11-2020;96;23,82;"#E86333"
>=90 ans;tests positifs / réalisés;08-11-2020;94;23,13;"#E75737"
>=90 ans;tests positifs / réalisés;15-11-2020;100;24,72;"#E75737"
>=90 ans;tests positifs / réalisés;22-11-2020;98;24,15;"#ffffff"
>=90 ans;tests positifs / réalisés;29-11-2020;96;23,63;"#3498db"
